Scientific_Name_Original,Common_name,Scientific_Name,Taxon_Rank,Kingdom,Phylum,Class,Family,Genus,Species,Latitude,Longitude,Country,State,Year,Event_Date,month,day,rowid,Suburbs,Postcode
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7223,144.4079,Australia,Victoria,2002,2002/11/25,11,25,2462, Longlea ,3551
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.1,146.6,Australia,Victoria,2003,2003/09/17,9,17,2463, Cornishtown ,3683
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.82,144.26,Australia,Victoria,2003,2003/10/28,10,28,2464, Kangaroo Flat ,3555
Hardenbergia violacea,Purple Coral-pea,Hardenbergia violacea,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Hardenbergia,Hardenbergia violacea,-36.0044,147.4817,Australia,Victoria,2012,2012/04/03,4,3,2465,Burrowye,3709
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.8358,144.2561,Australia,Victoria,2003,2003/10/29,10,29,2466, Big Hill ,3555
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.6575,145.1644,Australia,Victoria,2003,2003/07/08,7,8,2467, Diamond Creek ,3089
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.74,143.21,Australia,Victoria,2004,2004/04/07,4,7,2468, Stuart Mill ,3477
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7497,144.9005,Australia,Victoria,2004,2004/10/05,10,5,2469, Moormbool West ,3523
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.65,143.265,Australia,Victoria,2004,2004/10/06,10,6,2470, St Arnaud ,3478
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7222,144.2847,Australia,Victoria,2004,2004/09/30,9,30,2471, Jackass Flat ,3556
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-35.7346,144.2026,Australia,Victoria,2004,2004/07/19,7,19,2472, Cohuna ,3568
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7697,144.9116,Australia,Victoria,2004,2004/10/05,10,5,2473, Moormbool West ,3523
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7408,143.2083,Australia,Victoria,2004,2004/12/22,12,22,2474, Stuart Mill ,3477
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7622,144.8711,Australia,Victoria,2004,2004/10/05,10,5,2475, Moormbool West ,3523
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.8091,145.0108,Australia,Victoria,2004,2004/10/05,10,5,2476, Wirrate ,3608
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37,144.2,Australia,Victoria,2004,2004/09/20,9,20,2477, Walmer ,3463
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.6477,145.1486,Australia,Victoria,2005,2005/12/02,12,2,2478, Yarrambat ,3091
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.6941,145.3141,Australia,Victoria,2005,2005/04/01,4,1,2479, Christmas Hills ,3775
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7166,144.2802,Australia,Victoria,2005,2005/04/22,4,22,2480, Jackass Flat ,3556
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7161,144.2866,Australia,Victoria,2005,2005/04/21,4,21,2481, Jackass Flat ,3556
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.7,145.3,Australia,Victoria,2005,2005/03/31,3,31,2482, Christmas Hills ,3775
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.6963,145.3105,Australia,Victoria,2005,2005/04/01,4,1,2483, Christmas Hills ,3775
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.6497,145.1477,Australia,Victoria,2005,2005/12/02,12,2,2484, Yarrambat ,3091
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7355,145.0425,Australia,Victoria,2005,2005/08/20,8,20,2485,Bailieston,3608
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.7,147.9,Australia,Victoria,2005,2005/12/18,12,18,2486, Bruthen ,3887
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.8,148,Australia,Victoria,2005,2005/09/21,9,21,2487, Toorloo Arm ,3909
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.2279,143.6054,Australia,Victoria,2006,2006/11/28,11,28,2488, Burnbank ,3371
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37,144.2,Australia,Victoria,2006,2006/09/22,9,22,2489, Walmer ,3463
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.628,145.259,Australia,Victoria,2006,2006/12/06,12,6,2490, Panton Hill ,3759
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7683,144.2383,Australia,Victoria,2006,2006/04/05,4,5,2491, Golden Square ,3555
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7512,144.1988,Australia,Victoria,2006,2006/05/23,5,23,2492, Maiden Gully ,3551
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7581,144.1934,Australia,Victoria,2006,2006/05/23,5,23,2493, Maiden Gully ,3551
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7464,144.1911,Australia,Victoria,2006,2006/05/23,5,23,2494, Maiden Gully ,3551
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7887,144.3504,Australia,Victoria,2007,2007/09/11,9,11,2495, Junortoun ,3551
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.1822,143.6375,Australia,Victoria,2007,2007/11/19,11,19,2496, Lillicur ,3371
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.8,147.9,Australia,Victoria,2007,2007/10/05,10,5,2497, Swan Reach ,3903
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.8444,145.0388,Australia,Victoria,2007,2007/02/08,2,8,2498, Kooyong ,3144
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-38.4836,144.0094,Australia,Victoria,2007,2007/02/15,2,15,2499, Big Hill ,3231
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.8,147.9,Australia,Victoria,2007,2007/10/05,10,5,2500, Swan Reach ,3903
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.5704,144.4238,Australia,Victoria,2007,2007/02/07,2,7,2501, Lerderderg ,3458
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.7,147.8,Australia,Victoria,2007,2007/05/18,5,18,2502, Wiseleigh ,3885
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.5748,144.5704,Australia,Victoria,2007,2007/02/07,2,7,2503, Toolern ,3337
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.7611,148.4238,Australia,Victoria,2007,2007/07/13,7,13,2504, Newmerella ,3886
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.7403,144.3053,Australia,Victoria,2007,2007/01/25,1,25,2505, Glenmore ,3340
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.7465,144.2908,Australia,Victoria,2007,2007/01/25,1,25,2506, Glenmore ,3340
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-38.4608,144.0244,Australia,Victoria,2007,2007/02/14,2,14,2507, Eastern ,3231
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.2294,143.6041,Australia,Victoria,2008,2008/07/22,7,22,2508, Burnbank ,3371
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.1685,143.3883,Australia,Victoria,2008,2008/08/25,8,25,2509, Amphitheatre ,3468
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.2365,143.6156,Australia,Victoria,2008,2008/08/26,8,26,2510, Burnbank ,3371
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.118,143.418,Australia,Victoria,2008,2008/09/04,9,4,2511, Percydale ,3478
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.086,143.519,Australia,Victoria,2008,2008/07/29,7,29,2512, Avoca ,3467
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.7205,144.2761,Australia,Victoria,2008,2008/05/26,5,26,2513, Glenmore ,3340
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.2432,143.6206,Australia,Victoria,2008,2008/08/26,8,26,2514, Evansford ,3371
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.1226,143.4277,Australia,Victoria,2008,2008/09/04,9,4,2515, Avoca ,3467
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.72,144.275,Australia,Victoria,2008,2008/05/26,5,26,2516, Glenmore ,3340
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.719,144.275,Australia,Victoria,2008,2008/05/26,5,26,2517, Glenmore ,3340
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.7,148,Australia,Victoria,2008,2008/08/30,8,30,2518, Nowa Nowa ,3887
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.944,143.32,Australia,Victoria,2008,2008/08/14,8,14,2519, Redbank ,3477
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.171,143.404,Australia,Victoria,2008,2008/08/25,8,25,2520, Amphitheatre ,3468
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.9728,143.2807,Australia,Victoria,2008,2008/09/11,9,11,2521, Moonambel ,3478
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.9907,143.2891,Australia,Victoria,2008,2008/09/11,9,11,2522, Moonambel ,3478
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.72,144.28,Australia,Victoria,2008,2008/05/26,5,26,2523,Glenmore,3340
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.7202,144.2761,Australia,Victoria,2008,2008/05/26,5,26,2524, Glenmore ,3340
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-38.454,144.065,Australia,Victoria,2008,2008/09/01,9,1,2525, Moggs Creek ,3231
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.1129,143.4316,Australia,Victoria,2008,2008/09/04,9,4,2526, Avoca ,3467
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.1164,143.5317,Australia,Victoria,2008,2008/07/29,7,29,2527, Avoca ,3467
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.215,143.609,Australia,Victoria,2008,2008/07/22,7,22,2528, Burnbank ,3371
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.187,143.414,Australia,Victoria,2008,2008/08/28,8,28,2529, Amphitheatre ,3468
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.0659,143.4208,Australia,Victoria,2008,2008/09/09,9,9,2530, Percydale ,3478
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.9502,143.1685,Australia,Victoria,2008,2008/08/19,8,19,2531, Navarre ,3384
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.1343,143.5232,Australia,Victoria,2008,2008/07/29,7,29,2532, Lamplough ,3352
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.721,144.275,Australia,Victoria,2008,2008/05/26,5,26,2533, Glenmore ,3340
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.042,143.396,Australia,Victoria,2008,2008/09/09,9,9,2534, Percydale ,3478
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.1666,143.3982,Australia,Victoria,2008,2008/08/25,8,25,2535, Amphitheatre ,3468
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.11,143.426,Australia,Victoria,2008,2008/09/04,9,4,2536, Avoca ,3467
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.98,143.36,Australia,Victoria,2008,2008/08/12,8,12,2537, Moonambel ,3478
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.9986,143.3072,Australia,Victoria,2008,2008/09/22,9,22,2538, Moonambel ,3478
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.9979,143.2868,Australia,Victoria,2008,2008/09/11,9,11,2539, Moonambel ,3478
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.72,144.28,Australia,Victoria,2008,2008/05/26,5,26,2540,Glenmore,3340
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.9689,143.2695,Australia,Victoria,2008,2008/09/11,9,11,2541, Moonambel ,3478
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.719,144.275,Australia,Victoria,2008,2008/05/26,5,26,2542, Glenmore ,3340
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-38.38,144.246,Australia,Victoria,2009,2009/09/25,9,25,2543, Bells Beach ,3228
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.585,148.238,Australia,Victoria,2009,2009/05/06,5,6,2544, Bete Bolong North ,3885
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.6511,148.5241,Australia,Victoria,2009,2009/04/02,4,2,2545, Orbost ,3888
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7882,144.3396,Australia,Victoria,2009,2009/10/15,10,15,2546, Strathfieldsaye ,3551
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-38.4644,144.0794,Australia,Victoria,2009,2009/07/30,7,30,2547, Fairhaven ,3231
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-38.3876,144.2491,Australia,Victoria,2009,2009/09/25,9,25,2548, Bells Beach ,3228
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.6372,148.1797,Australia,Victoria,2009,2009/05/04,5,4,2549, Buchan South ,3887
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.1,144.2,Australia,Victoria,2010,2010/10/18,10,18,2550, Campbells Creek ,3451
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7069,144.2388,Australia,Victoria,2010,2010/10/22,10,22,2551, Sailors Gully ,3556
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.812,144.293,Australia,Victoria,2010,2010/06/01,6,1,2552, Mandurang ,3551
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.5615,144.7177,Australia,Victoria,2010,2010/07/01,7,1,2553, Sunbury ,3429
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.8568,146.7649,Australia,Victoria,2010,2010/10/21,10,21,2554, Coongulla ,3860
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-38.4525,144.1058,Australia,Victoria,2010,2010/05/25,5,25,2555, Aireys Inlet ,3231
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-38.4516,144.1133,Australia,Victoria,2010,2010/02/16,2,16,2556, Aireys Inlet ,3231
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.1,144.2,Australia,Victoria,2010,2010/10/18,10,18,2557, Campbells Creek ,3451
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-38.4658,144.0758,Australia,Victoria,2010,2010/11/04,11,4,2558, Fairhaven ,3231
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.9319,146.7824,Australia,Victoria,2010,2010/06/30,6,30,2559, Glenmaggie ,3858
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.6669,145.1225,Australia,Victoria,2010,2010/02/10,2,10,2560, Plenty ,3090
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.5669,144.7323,Australia,Victoria,2010,2010/08/16,8,16,2561, Sunbury ,3429
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.056,144.187,Australia,Victoria,2010,2010/04/21,4,21,2562, Castlemaine ,3450
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.6,145.2,Australia,Victoria,2011,2011/04/28,4,28,2563, Cottles Bridge ,3099
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.5877,145.0515,Australia,Victoria,2011,2011/11/08,11,8,2564, Waranga Shores ,3612
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-36.7,144.9,Australia,Victoria,2011,2011/05/26,5,26,2565, Gobarup ,3559
Eucalyptus tricarpa,Mugga Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.662,144.325,Australia,Victoria,2011,2011/08/04,8,4,2566, Ingliston ,3342
Eucalyptus tricarpa,Red Ironbark,Eucalyptus tricarpa,species,Plantae,Charophyta,Equisetopsida,Myrtaceae,Eucalyptus,Eucalyptus tricarpa,-37.1622,145.1102,Australia,Victoria,2011,2011/06/14,6,14,2567, Tallarook ,3659
